index	jar_name	mod_id	mod_name	mod_version
199	createornithopterglider-1.2.0-1.21.1.jar	createornithopterglider	Create: Ornithopter Glider	1.2.0-1.21.1
200	createprism-1.2.2.jar	createprism	Create: Prismatic Shine	1.2.2
201	createpropulsion-1.1.5.jar	createpropulsion	Create Propulsion: Simulated	1.1.5
202	CreateRadiologistics-1.1.1.jar	radiologistics	Create: Radiologistics	1.1.1
203	createschematicchecker-2.27.45-6.0-neoforge-1.21.1.jar	createschematicchecker	Create:Schematic Checker	2.27.45-6.0
204	createteleporters-remastered-2.0.2b-neoforge-1.21.1.jar	createteleporters	Create Teleporters Remastered	2.0.2
205	createthrusters-bundled-V1.1.3.jar	createthrusters	Create Gadgets & Gizmos	1.1.3
206	createtransmission-1.2.2+neoforge-create6-1.21.1.jar	createtransmission	Create: Transmission	1.2.2+neoforge-create6-1.21.1
207	createultimine-1.21.1-neoforge-1.3.2.jar	createultimine	Create Ultimine	1.3.2
208	creatingspace-1.21.1-1.7.20.jar	creatingspace	Creating Space	1.7.20
209	CreativeCore_NEOFORGE_v2.13.44_mc1.21.1.jar	creativecore	CreativeCore	2.13.44
210	crystal_chronicles-0.1.3-alpha.jar	crystal_chronicles	CrystalChronicles	0.1.3-alpha
211	cuisinedelight-1.2.10.jar	cuisinedelight	Cuisine Delight	1.2.10
212	cupboard-1.21.1-4.1.jar	cupboard	Cupboard mod	4.1
213	curios-neoforge-9.5.1+1.21.1.jar	curios	Curios API	9.5.1+1.21.1
214	CustomPlayerModels-1.21-0.6.27a.jar	cpm	Customizable Player Models	0.6.27a
215	cyclopscore-1.21.1-neoforge-1.29.4-1137.jar	cyclopscore	Cyclops Core	1.29.4
216	darkermagic-1.3.3-1.21.1-ver.b.jar	darkermagic	Deeper and Darker: Spellbooks	1.3.3-1.21.1
217	deeperdarker-neoforge-1.21.1-1.4.1.jar	deeperdarker	Deeper and Darker	1.4.1
218	Delightful-Backport-1.0-1.21.1-neoforge.jar	delightfulbackport	Delightful Backport	1.0
219	Design-n-Decor-1.21.1-2.2b.jar	dndecor	Design n' Decor	2.2b
220	destroy-1.21.1-0.4.3.jar	destroy	Destroy	0.4.3
221	dimensional_sable-1.0.5.jar	dimensional_sable	Dimensional Sable	1.0.5
222	discerning_the_eldritch-1.4.4-1.21.jar	discerning_the_eldritch	Discerning The Eldritch	1.4.4-1.21
223	disenchanting_table-merged-1.21.1-5.0.2.jar	disenchanting_table	Dis-Enchanting Table	5.0.2
224	DistantHorizons-3.2.0-b-1.21.1-fabric-neoforge.jar	distanthorizons	Distant Horizons	3.2.0-b
225	DnDesires-1.21.1-2.3a-BETA.jar	dndesires	Create: Dreams n' Desires	2.3a-BETA
226	domum-ornamentum-1.0.236-snapshot-main.jar	domum_ornamentum	Domum Ornamentum	1.0.236-snapshot
227	dreamless_spells-1.1.9.jar	dreamless_spells	Dreamless Spells	1.1.9
228	dtbetterend-1.21.1-2.2.0.jar	dtbetterend	Dynamic Trees for Better End	2.2.0
229	dtbetternether-1.21.1-2.2.0.jar	dtbetternether	Dynamic Trees for Better Nether	2.2.0
230	dtbwg-1.1.0-BETA02.jar	dtbwg	Dynamic Trees BWG	1.1.0-BETA02
231	dtquark-2.6.1.jar	dtquark	Dynamic Trees for Quark	
232	dtterralith-1.3.0.jar	dtterralith	Dynamic Trees Terralith	1.3.0
233	dtvanillabackport-1.21.1-1.6.0.jar	dtvanillabackport	Dynamic Trees for VanillaBackport	1.6.0
234	dynamic_resource_bars-neoforge-0.7.1-1.21.1.jar	dynamic_resource_bars	Dynamic RPG Resource Bars	0.7.1
235	DynamicBrightness-neoforge-1.3.1.jar	dynamicbrightness	Dynamic Brightness	1.3.1
236	DynamicTrees-AddonLib-DTteam-neoforge-1.21.1-0.2.0-BETA03.jar	dtaddon_lib	Dynamic Trees Addon Lib	0.2.0-BETA03
237	dynamictrees-neoforge-1.21.1-1.7.2.jar	dynamictrees	Dynamic Trees	1.7.2
238	DynamicTreesPlus-neoforge-1.21.1-1.3.2.jar	dynamictreesplus	Dynamic Trees Plus	1.3.2
239	dynamicvillage-0.9-1.21.1.jar	dynamicvillage	Create: Dynamic Village	0.9
240	easy_model_entities-neoforge-1.21.1-2.3.0.jar	easy_model_entities	Easy Model Entities	
241	easy_npc-neoforge-1.21.1-7.11.0.jar	easy_npc	Easy NPC	
242	easy_npc_bundle-neoforge-1.21.1-7.11.0.jar	easy_npc_bundle	Easy NPC: Bundle	7.11.0
243	easy_npc_config_ui-neoforge-1.21.1-7.11.0.jar	easy_npc_config_ui	Easy NPC: Config UI	7.11.0
244	Ecliptic-Seasons-MultiMod-Patch-1.21.1-neoforge-0.32.1.jar	eclipticseasons_multimodpatch	Ecliptic Seasons: MultiMod Patch	0.32.1
245	EclipticSeasons-1.21.1-neoforge-0.15.0-rc-3.jar	eclipticseasons	Ecliptic Seasons	0.15.0-rc-3
246	EclipticSeasons-Bundles-0.18.0.2.jar	eclipticseasons_bundles	Ecliptic Seasons : Bundles	0.18.0.2
247	efiscompat-3.1.0.jar	efiscompat	Epic Fight & Iron's Spellbook animation compat	3.1.0
248	eidolon_repraised-1.21.1-0.5.0.2.jar	eidolon_repraised	Eidolon:Repraised	0.5.0.2
249	emf_compat_core_1.21.1_2.0.0.jar	emf_compat_core	EMF Compat: Core	2.0.0
250	emf_compat_create_1.21.1_2.0.0.jar	emf_compat_create	EMF Compat: Create	2.0.0
251	emf_compat_iron_spells_1.21.1_2.0.0.jar	emf_compat_iron_spells	EMF Compat: Iron's Spells	2.0.0
252	enchdesc-neoforge-1.21.1-21.1.11.jar	enchdesc	EnchantmentDescriptions	21.1.11
253	endersdelight-1.3.1.jar	endersdelight	Ender's Delight	1.3.1
254	enhancedai-4.2.3.0.jar	enhancedai	Enhanced AI	4.2.3.0
255	enhancedbossbars-1.0.0.jar	enhancedbossbars	Enhanced Boss Bars	1.0.0
256	entity_model_features-3.3.5-1.21-neoforge.jar	entity_model_features	Entity Model Features	3.3.5
257	entity_sound_features-0.8.2-1.21-neoforge.jar	entity_sound_features	Entity Sound Features	0.8.2
258	entity_texture_features-7.2.1-1.21-neoforge.jar	entity_texture_features	Entity Texture Features	7.2.1
259	entityculling-neoforge-1.10.5-mc1.21.1.jar	entityculling	EntityCulling	1.10.5
260	EpheroLib-1.21.1-NEO-FORGE-1.2.0.jar	epherolib	EpheroLib	1.2.0
261	Epic Fight x Curios Compat 2.2.jar	epicfight_curios_compat	EpicFight x Curios Compat	1.4
262	epic-fight-21.17.3.1-mc1.21.1-neoforge.jar	epicfight	Epic Fight	21.17.3.1
263	epic_api-21.3.1.jar	epic_api	Epic-API	21.3.1
264	EpicColonies-NeoForge-1.21.1-EFM-21.16.4-21.0.8.jar	epic_colonies	Epic Fight: Epicfied (Epic Colonies)	21.0.8
265	epicfightcompat-1.1.0-mc1.21.1-neoforge.jar	epicfightcompat	Epic Fight Compat	1.1.0
266	epicfightpehkuiincompatibilityfix-1.0.2.jar	epicfightpehkuiincompatibilityfix	Epic Fight - Pehkui Incompatibility FIX	1.0.2
267	ess_requiem-0.1.7.jar	ess_requiem	Ender's Spells and Stuff: Requiem	0.1.7
268	EuphoriaPatcher-1.10.0-r5.9-neoforge.jar	euphoria_patcher	Euphoria Patcher	1.10.0-r5.9-neoforge
269	expandability-12.0.0.jar	expandability	ExpandAbility	12.0.0
270	expandeddelight-0.1.4.jar	expandeddelight	Expanded Delight	0.1.4
271	ExplorersCompass-1.21.1-3.4.0-neoforge.jar	explorerscompass	Explorer's Compass	1.21.1-3.4.0-neoforge
272	explosiveenhancement-neoforge-1.21.1-1.1.2.jar	explosiveenhancement	Explosive Enhancement	1.1.2
273	extra_copycats-1.0.2.jar	extra_copycats	Extra Copycats	1.0.2
274	familiarslib-1.21.1-1.7.1.jar	familiarslib	FamiliarsLib	1.21.1-1.7
275	fantasy_armor-neoforge-1.2.4-1.21.1.jar	fantasy_armor	Fantasy Armor	1.2.4-1.21.1
276	farmers-spell-n-spellbook-1.0.5.1-1.21.1.jar	farmers_spell	Farmer's Spell 'n Spellbooks	1.0.5.1-1.21.1
277	FarmersDelight-1.21.1-1.3.4.jar	farmersdelight	Farmer's Delight	1.3.4
278	farmersdelight_extended-1.21.1-0.2.2.jar	farmersdelight_extended	Farmer's Delight: Extended	1.21.1-0.2.2
279	FarmersStructures-1.0.6-1.21.1_neoforge.jar	farmers_structures	FarmersStructures	1.0.6
280	FastSuite-1.21.1-6.0.7.jar	fastsuite	Fast Suite	6.0.7
281	ferritecore-7.0.3-neoforge.jar	ferritecore	Ferrite Core	7.0.3
282	firesenderexpansion-2.4.1.jar	firesenderexpansion	Fire's Ender Expansion	2.4.1
283	firstperson-neoforge-2.7.2-mc1.21.1.jar	firstperson	FirstPerson	2.7.2
284	flowing_fluids-1.0.6-1.21-neoforge.jar	flowing_fluids	FlowingFluids	1.0.6
285	fluid-2.1.5.jar	fluid	Create: Fluid	2.1.5
286	fluidlogistics-1.2.9.jar	fluidlogistics	Create FluidLogistics	1.2.9
287	forgified-fabric-api-0.116.15+2.3.5+1.21.1.jar	fabric_api	Forgified Fabric API	0.116.15+2.3.5+1.21.1
288	fragmentum-neoforge-1.21.1-2.4.4.jar	fragmentum	Fragmentum	2.4.4
289	ftb-chunks-neoforge-2101.1.22.jar	ftbchunks	FTB Chunks	2101.1.22
290	ftb-library-neoforge-2101.1.35.jar	ftblibrary	FTB Library	2101.1.35
291	ftb-quests-neoforge-2101.1.34.jar	ftbquests	FTB Quests	2101.1.34
292	ftb-teams-neoforge-2101.1.11.jar	ftbteams	FTB Teams	2101.1.11
293	ftb-ultimine-neoforge-2101.1.15.jar	ftbultimine	FTB Ultimine	2101.1.15
294	ftb-xmod-compat-neoforge-21.1.11.jar	ftbxmodcompat	FTB XMod Compat	21.1.11
295	fusion-1.3.15a-neoforge-mc1.21.1.jar	fusion	Fusion	1.3.15+a
296	fwa+1.21.1-neoforge-1.2.31.jar	fwa	Fancy World Animations	1.2.31
297	fzzy_config-0.7.6+1.21+neoforge.jar	fzzy_config	Fzzy Config	0.7.6+1.21+neoforge
298	gaboulibs-neoforge-1.9.jar	gaboulibs	gaboulibs	1.9
299	garnished-2.1.9.2+1.21.1-neoforged.jar	garnished	Create: Garnished	2.1.9.2
300	gaze-1.1.7.1.jar	gaze	Gaze	1.1.7.1
